~~~~~~~~~~~~~~~
Text File : monsname_kor.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	알
ZKN_OMEGA_445_001	몸을 접고 날개를 펼치면 마치 제트기 같다. 음속으로 날 수 있다.
ZKN_OMEGA_448_001	상대가 발하는 파동을 감지하여 생각이나 움직임을 간파할 수 있다.
ZKN_OMEGA_460_001	블리자드를 발생시켜 주변 일대를 새하얗게 만든다. 별명은 아이스 몬스터다.
ZKN_OMEGA_475_001	상대의 생각을 민감하게 포착하는 능력을 가졌기 때문에 먼저 공격할 수 있다.
ZKN_OMEGA_479_001	특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.
ZKN_OMEGA_479_002	특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.
ZKN_OMEGA_479_003	특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.
ZKN_OMEGA_479_004	특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.
ZKN_OMEGA_479_005	특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.
ZKN_OMEGA_487_001	상식이 통하지 않는 이 세상의 이면에 있다고 전해지는 깨어진 세계에 서식한다.
ZKN_OMEGA_492_001	대기의 독소를 분해해서 거칠어진 대지를 일순간에 꽃밭으로 만드는 힘을 가지고 있다.
ZKN_OMEGA_493_001	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_002	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_003	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_004	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_005	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_006	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_007	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_008	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_009	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_010	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_011	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_012	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_013	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_014	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_015	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_016	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_493_017	알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.
ZKN_OMEGA_531_001	귀의 더듬이로 상대의 컨디션이나 알에서 포켓몬이 언제 나올지도 알 수 있다.
ZKN_OMEGA_550_001	아주 난폭하고 항상 빨강과 파랑의 배쓰나이는 다투고 있다. 먹으면 의외로 맛있다고 한다.
ZKN_OMEGA_555_001	격렬한 싸움으로 상처 입으면 바위처럼 굳어져 묵상하며 마음을 연마한다.
ZKN_OMEGA_585_001	계절이 바뀌었을 때뿐 아니라 기온이나 습도에 따라서도 몸의 색깔은 조금 변한다.
ZKN_OMEGA_585_002	계절이 바뀌었을 때뿐 아니라 기온이나 습도에 따라서도 몸의 색깔은 조금 변한다.
ZKN_OMEGA_585_003	계절이 바뀌었을 때뿐 아니라 기온이나 습도에 따라서도 몸의 색깔은 조금 변한다.
ZKN_OMEGA_586_001	계절에 따라 거처를 바꾼다. 사람들은 바라철록의 뿔에서 계절의 변화를 느낀다.
ZKN_OMEGA_586_002	계절에 따라 거처를 바꾼다. 사람들은 바라철록의 뿔에서 계절의 변화를 느낀다.
ZKN_OMEGA_586_003	계절에 따라 거처를 바꾼다. 사람들은 바라철록의 뿔에서 계절의 변화를 느낀다.
ZKN_OMEGA_641_001	구름처럼 생긴 에너지체에 하반신이 둘러싸여 있다. 시속 300km로 하늘을 난다.
ZKN_OMEGA_642_001	꼬리의 가시에서 전격을 날린다. 하나지방의 하늘을 날아다니며 번개를 내리친다.
ZKN_OMEGA_645_001	랜드로스가 찾아온 땅에는 작물에 열매가 많이 열리기 때문에 농지의 신이라고 전해진다.
ZKN_OMEGA_646_001	잃어버린 몸을 진실과 이상으로 채워줄 영웅을 기다리는 얼음의 전설 포켓몬.
ZKN_OMEGA_646_002	잃어버린 몸을 진실과 이상으로 채워줄 영웅을 기다리는 얼음의 전설 포켓몬.
ZKN_OMEGA_647_001	바다나 강 등의 수면을 달려 세계 곳곳을 뛰어다닌다. 아름다운 물가에 나타난다.
ZKN_OMEGA_648_001	메로엣타가 연주하는 선율에는 주위 포켓몬을 기쁘게 하거나 슬프게 할 정도의 힘이 있다.
ZKN_OMEGA_649_001	플라스마단에게 개조당한 고대의 벌레포켓몬이다. 등에 있는 대포의 파워가 올라갔다.
ZKN_OMEGA_649_002	플라스마단에게 개조당한 고대의 벌레포켓몬이다. 등에 있는 대포의 파워가 올라갔다.
ZKN_OMEGA_649_003	플라스마단에게 개조당한 고대의 벌레포켓몬이다. 등에 있는 대포의 파워가 올라갔다.
ZKN_OMEGA_649_004	플라스마단에게 개조당한 고대의 벌레포켓몬이다. 등에 있는 대포의 파워가 올라갔다.
ZKN_OMEGA_666_001	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_002	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_003	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_004	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_005	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_006	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_007	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_008	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_009	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_010	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_011	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_012	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_013	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_014	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_015	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_016	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_017	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_018	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_666_019	세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.
ZKN_OMEGA_669_001	꽃의 숨겨진 힘을 끌어내어 자유자재로 조종한다. 플라베베가 지닌 꽃은 이미 몸의 일부다.
ZKN_OMEGA_669_002	꽃의 숨겨진 힘을 끌어내어 자유자재로 조종한다. 플라베베가 지닌 꽃은 이미 몸의 일부다.
ZKN_OMEGA_669_003	꽃의 숨겨진 힘을 끌어내어 자유자재로 조종한다. 플라베베가 지닌 꽃은 이미 몸의 일부다.
ZKN_OMEGA_669_004	꽃의 숨겨진 힘을 끌어내어 자유자재로 조종한다. 플라베베가 지닌 꽃은 이미 몸의 일부다.
ZKN_OMEGA_670_001	꽃밭을 날아다니며 말라가는 꽃을 보살핀다. 꽃의 숨겨진 힘을 끌어내어 싸운다.
ZKN_OMEGA_670_002	꽃밭을 날아다니며 말라가는 꽃을 보살핀다. 꽃의 숨겨진 힘을 끌어내어 싸운다.
ZKN_OMEGA_670_003	꽃밭을 날아다니며 말라가는 꽃을 보살핀다. 꽃의 숨겨진 힘을 끌어내어 싸운다.
ZKN_OMEGA_670_004	꽃밭을 날아다니며 말라가는 꽃을 보살핀다. 꽃의 숨겨진 힘을 끌어내어 싸운다.
ZKN_OMEGA_671_001	멋진 화원이 영역이다. 화초가 내보내는 에너지를 쬐어 자신의 파워로 삼는다.
ZKN_OMEGA_671_002	멋진 화원이 영역이다. 화초가 내보내는 에너지를 쬐어 자신의 파워로 삼는다.
ZKN_OMEGA_671_003	멋진 화원이 영역이다. 화초가 내보내는 에너지를 쬐어 자신의 파워로 삼는다.
ZKN_OMEGA_671_004	멋진 화원이 영역이다. 화초가 내보내는 에너지를 쬐어 자신의 파워로 삼는다.
ZKN_OMEGA_676_001	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_002	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_003	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_004	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_005	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_006	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_007	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_008	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_676_009	복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.
ZKN_OMEGA_678_001	위험이 다가오면 귀를 들어 올리고 10톤 트럭을 눌러 부술 정도의 사이코 파워를 방출한다.
ZKN_OMEGA_681_001	역대 왕들이 데리고 있었다. 영험한 힘으로 사람이나 포켓몬의 마음을 조종하여 복종하게 한다.
ZKN_OMEGA_710_001	성불하지 못한 혼을 호박으로 된 몸속에 담고 있다. 해가 지면 활동하기 시작한다.
ZKN_OMEGA_710_002	성불하지 못한 혼을 호박으로 된 몸속에 담고 있다. 해가 지면 활동하기 시작한다.
ZKN_OMEGA_710_003	성불하지 못한 혼을 호박으로 된 몸속에 담고 있다. 해가 지면 활동하기 시작한다.
ZKN_OMEGA_711_001	초승달이 뜬 밤에 기분 나쁜 목소리로 노래를 부르며 마을 안을 헤맨다. 그 노래를 들으면 저주를 받는다.
ZKN_OMEGA_711_002	초승달이 뜬 밤에 기분 나쁜 목소리로 노래를 부르며 마을 안을 헤맨다. 그 노래를 들으면 저주를 받는다.
ZKN_OMEGA_711_003	초승달이 뜬 밤에 기분 나쁜 목소리로 노래를 부르며 마을 안을 헤맨다. 그 노래를 들으면 저주를 받는다.
ZKN_OMEGA_716_001	영원한 생명을 나누어 준다고 한다. 수목의 모습으로 1000년 동안 잠들고 부활한다.
ZKN_OMEGA_718_001	칼로스지방의 생태계가 무너지면 모습을 나타내어 숨겨진 힘을 발휘한다고 한다.
ZKN_OMEGA_718_004	칼로스지방의 생태계가 무너지면 모습을 나타내어 숨겨진 힘을 발휘한다고 한다.
ZKN_OMEGA_719_001	멜리시의 돌연변이다. 분홍빛으로 빛나는 몸은 세계에서 가장 아름답다고 일컬어진다.
ZKN_OMEGA_720_001	진정한 모습일 때는 거대한 힘을 가지고 있다. 원하는 재물을 손에 넣기 위해 그것이 숨겨진 성을 통째로 빼돌려 사라졌다는 전설이 있다.

~~~~~~~~~~~~~~~
Text File : zukan_comment_shield_kor.msbt
~~~~~~~~~~~~~~~
ZKN_SHIELD_000_000	
ZKN_SHIELD_001_000	
ZKN_SHIELD_002_000	
ZKN_SHIELD_003_000	
ZKN_SHIELD_004_000	태어날 때부터 꼬리에 불꽃이 타오르고 있다. 불꽃이 꺼지면 생명도 다하고 만다.
ZKN_SHIELD_005_000	싸움으로 기분이 고조되면 작열하는 불꽃을 뿜으며 주변을 태워버린다.
ZKN_SHIELD_006_000	지상 1400m까지 날개를 사용해 날 수 있다. 고열의 불꽃을 내뿜는다.
ZKN_SHIELD_007_000	
ZKN_SHIELD_008_000	
ZKN_SHIELD_009_000	
ZKN_SHIELD_010_000	다리는 짧지만 빨판으로 되어 있어 비탈길이나 벽에서도 지치지 않고 나아간다.
ZKN_SHIELD_011_000	단단한 껍질로 둘러싸여 있지만 안은 부드럽기 때문에 강한 공격에는 버티지 못한다.
ZKN_SHIELD_012_000	매일 꿀을 모으러 다닌다. 다리의 솜털에 꿀을 발라 둥지로 가지고 가는 습성이 있다.
ZKN_SHIELD_013_000	
ZKN_SHIELD_014_000	
ZKN_SHIELD_015_000	
ZKN_SHIELD_016_000	
ZKN_SHIELD_017_000	
ZKN_SHIELD_018_000	
ZKN_SHIELD_019_000	
ZKN_SHIELD_020_000	
ZKN_SHIELD_021_000	
ZKN_SHIELD_022_000	
ZKN_SHIELD_023_000	
ZKN_SHIELD_024_000	
ZKN_SHIELD_025_000	서로의 꼬리를 붙여서 전기를 흐르게 하는 게 피카츄 사이의 인사법이다.
ZKN_SHIELD_026_000	전기 주머니가 텅 비면 꼬리를 똑바로 세워서 공기 중의 전기를 모은다.
ZKN_SHIELD_027_000	
ZKN_SHIELD_028_000	
ZKN_SHIELD_029_000	
ZKN_SHIELD_030_000	
ZKN_SHIELD_031_000	
ZKN_SHIELD_032_000	
ZKN_SHIELD_033_000	
ZKN_SHIELD_034_000	
ZKN_SHIELD_035_000	애교 있는 몸동작과 울음소리로 귀엽다고 많은 인기를 누리는 포켓몬. 그러나 좀처럼 눈에 띄지 않는다.
ZKN_SHIELD_036_000	1km 앞에 떨어진 바늘 소리가 들릴 정도로 귀가 좋아 평소에는 조용한 곳에서 지낸다.
ZKN_SHIELD_037_000	6개의 꼬리는 자라면서 털의 결이 좋아지며 아름다워진다. 안으면 살짝 따듯하다.
ZKN_SHIELD_038_000	머리가 좋고 집념이 강하다. 장난으로 꼬리를 잡으면 1000년 동안 화를 입는다고 한다.
ZKN_SHIELD_039_000	
ZKN_SHIELD_040_000	
ZKN_SHIELD_041_000	
ZKN_SHIELD_042_000	
ZKN_SHIELD_043_000	낮에는 태양을 피하기 위해 차가운 땅속에 들어가 있다. 달빛을 쬐어 성장한다.
ZKN_SHIELD_044_000	침처럼 보이는 달콤한 꿀은 매우 끈적거려서 묻으면 좀처럼 떨어지지 않는다.
ZKN_SHIELD_045_000	꽃잎이 클수록 많은 꽃가루를 만들어 내지만 머리가 무거워서 지쳐버린다고 한다.
ZKN_SHIELD_046_000	
ZKN_SHIELD_047_000	
ZKN_SHIELD_048_000	
ZKN_SHIELD_049_000	
ZKN_SHIELD_050_000	얕은 땅속을 이동한다. 굴을 파며 다닌 곳은 지면이 솟아 있기 때문에 바로 알 수 있다.
ZKN_SHIELD_051_000	지하 100km까지 파고들 수 있는 파워를 간직한 세쌍둥이 디그다. 땅 밑은 아무도 모른다.
ZKN_SHIELD_052_000	이마의 금화가 더러워지지 않도록 바지런히 얼굴을 씻는다. 가라르의 나옹과는 사이가 나쁘다.
ZKN_SHIELD_053_000	움직임은 우아하고 품위 있다. 야만스러운 나이킹과는 잘 맞지 않아 서로를 멸시한다.
ZKN_SHIELD_054_000	
ZKN_SHIELD_055_000	
ZKN_SHIELD_056_000	
ZKN_SHIELD_057_000	
ZKN_SHIELD_058_000	충직한 성격으로 자신의 트레이너를 지키기 위해 필사적으로 상대방에게 짖어댄다.
ZKN_SHIELD_059_000	옛날부터 많은 사람의 마음을 사로잡은 아름다운 포켓몬이다. 마치 나는 것처럼 경쾌하게 달린다.
ZKN_SHIELD_060_000	
ZKN_SHIELD_061_000	
ZKN_SHIELD_062_000	
ZKN_SHIELD_063_000	
ZKN_SHIELD_064_000	
ZKN_SHIELD_065_000	
ZKN_SHIELD_066_000	언제나 파워풀하다. 체력이 남아돌기 때문에 심심풀이로 바위를 들어 올리며 더 강해진다.
ZKN_SHIELD_067_000	지치지 않는 강인한 육체를 가졌다. 무거운 물건을 옮기는 등의 일을 돕는다.
ZKN_SHIELD_068_000	4개의 팔은 생각하는 것보다 빠르게 반사적으로 움직이며 여러 발의 펀치를 날린다.
ZKN_SHIELD_069_000	
ZKN_SHIELD_070_000	
ZKN_SHIELD_071_000	
ZKN_SHIELD_072_000	
ZKN_SHIELD_073_000	
ZKN_SHIELD_074_000	
ZKN_SHIELD_075_000	
ZKN_SHIELD_076_000	
ZKN_SHIELD_077_000	포니타에게 인정받으면 타오르는 갈기를 만져도 뜨거움을 느끼지 않게 된다.
ZKN_SHIELD_078_000	가장 발이 빠른 날쌩마가 리더가 되어 무리가 갈 장소나 달리는 속도를 정한다.
ZKN_SHIELD_079_000	
ZKN_SHIELD_080_000	
ZKN_SHIELD_081_000	
ZKN_SHIELD_082_000	
ZKN_SHIELD_083_000	식물의 줄기로 싸운다. 줄기를 휘두르는 방식에 따라 몇 종류의 유파가 있는 듯하다.
ZKN_SHIELD_084_000	
ZKN_SHIELD_085_000	
ZKN_SHIELD_086_000	
ZKN_SHIELD_087_000	
ZKN_SHIELD_088_000	
ZKN_SHIELD_089_000	
ZKN_SHIELD_090_000	단단한 껍데기는 어떤 공격도 튕겨낸다. 껍데기를 열었을 때 안쪽을 공격당하는 것에는 약하다.
ZKN_SHIELD_091_000	한번 껍질을 닫아버리면 어떤 괴력의 소유자도 여는 것은 불가능하다.
ZKN_SHIELD_092_000	몸은 옅은 가스로 되어 있어 어디든지 숨어들어 가지만 바람이 불면 날아가 버린다.
ZKN_SHIELD_093_000	어둠 속에서 아무도 없는데도 누군가가 보고 있다는 느낌이 들면 그곳에 고우스트가 있는 것이다.
ZKN_SHIELD_094_000	산에서 조난하면 목숨을 빼앗기 위해 어둠 속에서 나타난다고 한다.
ZKN_SHIELD_095_000	크고 튼튼한 몸을 뒤틀고 꼬아서 시속 80km로 힘차게 땅을 파나간다.
ZKN_SHIELD_096_000	
ZKN_SHIELD_097_000	
ZKN_SHIELD_098_000	위험이 닥치면 입에서 뿜어내는 거품으로 전신을 감싸서 몸을 크게 보이려고 한다.
ZKN_SHIELD_099_000	큰 집게는 뛰어난 파괴력을 지녔지만 너무 무거워서 싸우지 않을 때는 거추장스럽다.
ZKN_SHIELD_100_000	
ZKN_SHIELD_101_000	
ZKN_SHIELD_102_000	
ZKN_SHIELD_103_000	
ZKN_SHIELD_104_000	
ZKN_SHIELD_105_000	
ZKN_SHIELD_106_000	다리를 자유자재로 늘이고 줄인다. 상대가 멀리 떨어져 있어도 다리를 늘여서 차올릴 수 있다.
ZKN_SHIELD_107_000	공기마저 베어 가르는 펀치. 하지만 3분간 공격하면 잠시 쉬고 싶어하는 것 같다.
ZKN_SHIELD_108_000	
ZKN_SHIELD_109_000	오염된 공기를 좋아한다. 옛날 가라르지방에는 지금보다 많은 또가스가 있었다고 한다.
ZKN_SHIELD_110_000	가라르의 또도가스보다 공기를 흡입하는 힘은 조금 약하지만 내뿜는 독소는 강력하다.
ZKN_SHIELD_111_000	한 가지만 기억할 수 있다. 돌진하기 시작하면 이유가 무엇이었든 금방 잊어버린다.
ZKN_SHIELD_112_000	전신을 갑옷 같은 피부로 보호하고 있다. 2000도의 마그마 속에서도 살 수 있다.
ZKN_SHIELD_113_000	
ZKN_SHIELD_114_000	
ZKN_SHIELD_115_000	
ZKN_SHIELD_116_000	
ZKN_SHIELD_117_000	
ZKN_SHIELD_118_000	등지느러미와 가슴지느러미가 근육처럼 발달하여 물속을 5노트의 속도로 헤엄친다.
ZKN_SHIELD_119_000	뿔로 강바닥의 바위를 파헤쳐 둥지를 만드는 이유는 낳은 알이 떠내려가지 않도록 하기 위함이다.
ZKN_SHIELD_120_000	
ZKN_SHIELD_121_000	
ZKN_SHIELD_122_000	팬터마임이 특기다. 손가락에서 내보내는 파동으로 벽을 만들어 갖은 공격으로부터 몸을 지킨다.
ZKN_SHIELD_123_000	
ZKN_SHIELD_124_000	
ZKN_SHIELD_125_000	
ZKN_SHIELD_126_000	
ZKN_SHIELD_127_000	
ZKN_SHIELD_128_000	
ZKN_SHIELD_129_000	유속이 빠른 곳에서는 그저 떠내려갈 뿐인 약하고 한심한 포켓몬이다.
ZKN_SHIELD_130_000	한번 난동부리기 시작한 갸라도스는 태풍이 사납게 휘몰아쳐도 모든 것을 다 태워버린다.
ZKN_SHIELD_131_000	추위에 강해서 얼음 바다에서도 끄떡없다. 피부는 매끈매끈하고 조금 차갑다.
ZKN_SHIELD_132_000	메타몽끼리 만나게 되면 상대와 똑같은 모습이 되기 위해 평소보다 격렬하게 움직인다.
ZKN_SHIELD_133_000	불안정한 유전자 덕분에 여러 가지 진화의 가능성을 가지고 있는 특수한 포켓몬.
ZKN_SHIELD_134_000	몸의 세포 구조가 물 분자와 닮았다. 물에 녹으면 보이지 않는다.
ZKN_SHIELD_135_000	공기 중의 마이너스 이온을 빨아들여 약 10000볼트의 전기를 내뱉을 수 있다.
ZKN_SHIELD_136_000	들이마신 공기 중 일부는 체내의 불꽃 주머니로 보내져 1700도의 불꽃이 된다.
ZKN_SHIELD_137_000	
ZKN_SHIELD_138_000	
ZKN_SHIELD_139_000	
ZKN_SHIELD_140_000	
ZKN_SHIELD_141_000	
ZKN_SHIELD_142_000	
ZKN_SHIELD_143_000	위장이 튼튼해서 곰팡이가 피거나 썩은 것을 먹어도 배탈이 나지 않는다.
ZKN_SHIELD_144_000	
ZKN_SHIELD_145_000	
ZKN_SHIELD_146_000	
ZKN_SHIELD_147_000	
ZKN_SHIELD_148_000	
ZKN_SHIELD_149_000	
ZKN_SHIELD_150_000	
ZKN_SHIELD_151_000	
ZKN_SHIELD_152_000	
ZKN_SHIELD_153_000	
ZKN_SHIELD_154_000	
ZKN_SHIELD_155_000	
ZKN_SHIELD_156_000	
ZKN_SHIELD_157_000	
ZKN_SHIELD_158_000	
ZKN_SHIELD_159_000	
ZKN_SHIELD_160_000	
ZKN_SHIELD_161_000	
ZKN_SHIELD_162_000	
ZKN_SHIELD_163_000	언제나 정해진 시간이 되면 울음소리를 내어 시계 대용으로 데리고 다니는 트레이너도 있다.
ZKN_SHIELD_164_000	무언가를 생각하기 시작하면 목을 180도 회전시켜 두뇌 회전을 높인다.
ZKN_SHIELD_165_000	
ZKN_SHIELD_166_000	
ZKN_SHIELD_167_000	
ZKN_SHIELD_168_000	
ZKN_SHIELD_169_000	
ZKN_SHIELD_170_000	어두운 해저에서는 항상 깜빡거리는 촉수의 빛이 유일한 통신 수단이다.
ZKN_SHIELD_171_000	강한 빛을 발산해 먹이의 눈을 멀게 한다. 허점을 보이면 전격을 먹인다.
ZKN_SHIELD_172_000	볼의 전기 주머니가 작아서 조금이라도 전기가 넘치게 되면 자기 자신이 감전되어 버린다.
ZKN_SHIELD_173_000	실루엣이 별 모양이다. 그 때문에 별똥별을 타고 온다고 여겨진다.
ZKN_SHIELD_174_000	
ZKN_SHIELD_175_000	행운의 상징이다. 껍질 안에는 행복이 가득 담겨 있다고 한다.
ZKN_SHIELD_176_000	상냥한 사람 곁에 있지 않으면 기운을 내지 못한다. 날개를 움직이지 않고도 공중에 뜰 수 있다.
ZKN_SHIELD_177_000	날개가 아직 잘 발달하지 못해서 점프하듯 이동한다. 항상 뭔가를 바라보고 있다.
ZKN_SHIELD_178_000	과거와 미래를 내다볼 수 있다. 매일 태양의 움직임을 관찰하는 이상한 포켓몬이다.
ZKN_SHIELD_179_000	
ZKN_SHIELD_180_000	
ZKN_SHIELD_181_000	
ZKN_SHIELD_182_000	가끔 아르코가 모여서 춤을 추는 듯한 동작을 한다. 태양을 부르는 의식이라 전해진다.
ZKN_SHIELD_183_000	
ZKN_SHIELD_184_000	
ZKN_SHIELD_185_000	습격당하지 않도록 나무 흉내를 낸다. 물에 약하기 때문에 비가 내리면 어느 틈에 모습을 감춰버린다.
ZKN_SHIELD_186_000	
ZKN_SHIELD_187_000	
ZKN_SHIELD_188_000	
ZKN_SHIELD_189_000	
ZKN_SHIELD_190_000	
ZKN_SHIELD_191_000	
ZKN_SHIELD_192_000	
ZKN_SHIELD_193_000	
ZKN_SHIELD_194_000	지상에서 걸을 때는 피부가 건조해지지 않도록 독성분의 점막으로 몸을 감싸고 있다.
ZKN_SHIELD_195_000	몸은 항상 미끄럽다. 헤엄칠 때마다 강바닥에 머리를 부딪치지만 신경 쓰지 않는다.
ZKN_SHIELD_196_000	이마의 구슬에서 사이코 파워를 방사해서 싸운다. 파워가 다하면 구슬의 색이 흐려진다.
ZKN_SHIELD_197_000	보름달이 뜬 밤이나 흥분했을 때 전신의 고리 무늬가 노랗게 빛난다.
ZKN_SHIELD_198_000	
ZKN_SHIELD_199_000	
ZKN_SHIELD_200_000	
ZKN_SHIELD_201_000	
ZKN_SHIELD_202_000	새까만 꼬리를 숨기기 위해 어둠 속에서 은밀히 지내고 있다. 자신이 먼저 공격하는 일은 없다.
ZKN_SHIELD_203_000	
ZKN_SHIELD_204_000	
ZKN_SHIELD_205_000	
ZKN_SHIELD_206_000	
ZKN_SHIELD_207_000	
ZKN_SHIELD_208_000	흙과 함께 삼킨 강철이 축적되어 몸이 변화한 것이라 여겨지고 있다.
ZKN_SHIELD_209_000	
ZKN_SHIELD_210_000	
ZKN_SHIELD_211_000	전신의 작은 바늘은 비늘이 변화한 것이다. 찔리면 독 때문에 정신을 잃게 된다.
ZKN_SHIELD_212_000	
ZKN_SHIELD_213_000	항아리 같은 등껍질 속에 모은 나무열매는 어느샌가 걸쭉한 주스로 변한다.
ZKN_SHIELD_214_000	
ZKN_SHIELD_215_000	교활하고 사나운 성질을 가졌다. 부모가 없는 틈에 둥지로 침입해서 알을 훔친다.
ZKN_SHIELD_216_000	
ZKN_SHIELD_217_000	
ZKN_SHIELD_218_000	
ZKN_SHIELD_219_000	
ZKN_SHIELD_220_000	좋은 냄새를 맡으면 뒷일을 생각하지 않고 냄새 나는 방향으로 대시해버린다.
